order_id,customer_id,channel,order_date,total_amount,status
O008663,C02287,ECサイト,2024-01-20,421200,完了
O008664,C01906,販売代理店,2024-10-24,126100,完了
O008665,C01319,販売代理店,2023-01-27,440000,完了
O008666,C03405,直営店,2022-09-17,262500,完了
O008667,C02970,直営店,2024-03-02,200200,完了
O008668,C04903,販売代理店,2023-01-03,197200,処理中
O008669,C02791,販売代理店,2025-03-08,244400,完了
O008670,C02963,ECサイト,2023-08-22,197400,完了
O008671,C02150,販売代理店,2023-02-19,280700,完了
O008672,C00752,直営店,2023-08-28,11900,完了
O008673,C00902,販売代理店,2024-01-16,5600,完了
O008674,C02966,販売代理店,2024-05-18,238100,完了
O008675,C02203,直営店,2023-04-07,296000,完了
O008676,C02455,ECサイト,2024-01-25,81100,完了
O008677,C02031,販売代理店,2022-07-29,194900,完了
O008678,C04744,販売代理店,2024-02-18,220400,完了
O008679,C04331,ECサイト,2023-05-30,641700,完了
O008680,C00603,販売代理店,2022-08-04,249100,完了
O008681,C04087,ECサイト,2023-05-20,233500,完了
O008682,C03328,販売代理店,2022-09-16,7400,完了
O008683,C01466,販売代理店,2024-11-30,301500,処理中
O008684,C03995,直営店,2024-11-16,80400,完了
O008685,C01647,ECサイト,2023-12-08,376000,完了
O008686,C02459,直営店,2023-05-15,609500,完了
O008687,C01611,直営店,2023-11-24,104500,処理中
O008688,C01335,直営店,2024-02-12,18300,完了
O008689,C00739,ECサイト,2023-01-22,279700,完了
O008690,C02664,直営店,2022-05-21,176100,完了
O008691,C01658,ECサイト,2023-04-19,123700,処理中
O008692,C02232,ECサイト,2023-04-30,35000,処理中
O008693,C03943,ECサイト,2023-01-20,320800,完了
O008694,C03697,販売代理店,2022-10-05,32400,完了
O008695,C01086,直営店,2022-04-28,396000,完了
O008696,C02308,販売代理店,2022-06-05,200000,完了
O008697,C03414,直営店,2024-08-23,154800,完了
O008698,C01136,直営店,2022-10-08,55200,完了
O008699,C03597,ECサイト,2023-01-28,179600,完了
O008700,C01216,ECサイト,2024-09-30,235600,完了
O008701,C04483,ECサイト,2023-02-13,79800,完了
O008702,C03059,販売代理店,2024-07-24,214500,処理中
O008703,C04920,ECサイト,2023-06-06,392100,完了
O008704,C00238,販売代理店,2022-06-07,192100,完了
O008705,C04571,直営店,2022-06-17,228900,完了
O008706,C02659,販売代理店,2024-05-31,41000,完了
O008707,C04324,ECサイト,2025-03-12,282500,完了
O008708,C02501,直営店,2024-12-30,28900,完了
O008709,C03484,販売代理店,2023-10-06,153600,処理中
O008710,C04524,直営店,2024-05-03,255300,処理中
O008711,C04243,販売代理店,2023-03-02,301000,完了
O008712,C02349,販売代理店,2022-09-18,437600,完了
O008713,C04664,販売代理店,2023-07-25,388000,処理中
O008714,C04005,販売代理店,2024-02-07,19500,完了
O008715,C00170,ECサイト,2024-01-23,222600,完了
O008716,C04416,販売代理店,2022-07-08,83400,完了
O008717,C02576,直営店,2023-11-04,293300,完了
O008718,C03537,ECサイト,2024-05-20,97600,完了
O008719,C02087,ECサイト,2024-05-29,411800,完了
O008720,C02518,販売代理店,2022-07-08,365600,完了
O008721,C03077,ECサイト,2022-08-19,186200,処理中
O008722,C03347,販売代理店,2023-08-15,151300,処理中
O008723,C03557,ECサイト,2024-09-19,58400,完了
O008724,C02188,販売代理店,2025-03-25,298500,完了
O008725,C01611,直営店,2023-02-19,299500,完了
O008726,C00505,直営店,2023-10-08,76400,完了
O008727,C02038,販売代理店,2022-12-24,331100,完了
O008728,C01855,販売代理店,2023-04-25,94900,完了
O008729,C03948,直営店,2023-01-29,53400,完了
O008730,C03775,販売代理店,2023-07-06,314900,完了
O008731,C02188,直営店,2023-03-12,589600,完了
O008732,C03396,ECサイト,2022-04-15,107100,完了
O008733,C00868,販売代理店,2022-10-22,129100,完了
O008734,C02132,ECサイト,2024-12-16,117000,完了
O008735,C01059,ECサイト,2025-03-16,276900,完了
O008736,C01794,販売代理店,2024-05-14,189300,キャンセル
O008737,C04231,販売代理店,2022-11-24,231900,完了
O008738,C02567,直営店,2022-09-23,149500,完了
O008739,C02930,ECサイト,2024-05-25,612800,完了
O008740,C02833,ECサイト,2022-11-13,164000,完了
O008741,C01735,ECサイト,2023-10-08,100000,完了
O008742,C00942,販売代理店,2022-06-13,116500,完了
O008743,C01424,直営店,2023-02-22,501300,処理中
O008744,C04039,直営店,2023-08-09,105500,完了
O008745,C01981,直営店,2024-06-01,254900,完了
O008746,C04362,直営店,2025-01-19,317400,完了
O008747,C03676,ECサイト,2024-06-07,209600,完了
O008748,C04585,販売代理店,2023-10-22,11900,完了
O008749,C01035,直営店,2025-01-15,120000,完了
O008750,C02204,直営店,2023-03-13,74700,完了
O008751,C03520,販売代理店,2023-08-10,398100,完了
O008752,C02625,ECサイト,2022-10-23,277200,完了
O008753,C04767,販売代理店,2022-10-31,160300,完了
O008754,C01409,販売代理店,2023-10-19,127300,処理中
O008755,C03633,ECサイト,2023-08-11,335500,完了
O008756,C01161,ECサイト,2022-06-09,180700,完了
O008757,C01225,ECサイト,2024-10-10,248500,完了
O008758,C03963,直営店,2024-11-10,199200,完了
O008759,C02125,ECサイト,2022-06-26,36500,キャンセル
O008760,C04530,販売代理店,2024-01-31,181600,完了
O008761,C01007,販売代理店,2023-11-15,266200,完了
O008762,C03672,直営店,2023-12-31,261600,処理中
O008763,C04685,ECサイト,2023-07-13,270800,完了
O008764,C02637,直営店,2022-04-29,75600,完了
O008765,C02178,直営店,2022-05-12,160800,完了
O008766,C02070,直営店,2022-12-14,250700,キャンセル
O008767,C03139,直営店,2024-11-22,351000,完了
O008768,C01581,ECサイト,2024-01-31,206200,完了
O008769,C04423,直営店,2023-06-18,193600,処理中
O008770,C04182,ECサイト,2023-07-27,205300,処理中
O008771,C04825,販売代理店,2024-09-09,360800,完了
O008772,C00468,ECサイト,2024-03-15,86700,完了
O008773,C02658,ECサイト,2022-08-23,17600,完了
O008774,C04059,販売代理店,2023-02-10,344800,完了
O008775,C02982,直営店,2024-11-25,44800,完了
O008776,C02898,直営店,2023-08-13,211200,完了
O008777,C04110,直営店,2023-04-07,253200,完了
O008778,C00634,ECサイト,2023-01-22,100500,完了
O008779,C00749,直営店,2023-05-22,320600,キャンセル
O008780,C01022,販売代理店,2023-06-24,118900,完了
O008781,C04365,直営店,2022-11-05,115400,完了
O008782,C02612,直営店,2022-04-19,149400,完了
O008783,C04282,ECサイト,2023-02-28,86100,完了
O008784,C04987,直営店,2023-02-26,284900,完了
O008785,C00573,販売代理店,2023-02-24,92000,キャンセル
O008786,C04628,ECサイト,2022-06-23,381800,完了
O008787,C02300,直営店,2022-04-01,516500,完了
O008788,C01691,販売代理店,2022-12-30,15900,完了
O008789,C00274,販売代理店,2023-12-18,101000,完了
O008790,C04987,直営店,2024-07-09,130000,完了
O008791,C00433,ECサイト,2024-02-09,158400,完了
O008792,C03232,ECサイト,2024-10-07,46000,完了
O008793,C03326,ECサイト,2022-09-22,56000,処理中
O008794,C02568,販売代理店,2022-12-29,216600,完了
O008795,C03205,直営店,2022-06-26,356000,完了
O008796,C04978,直営店,2023-04-20,454400,完了
O008797,C01057,ECサイト,2024-06-14,483700,完了
O008798,C01339,ECサイト,2022-09-29,155300,完了
O008799,C03745,販売代理店,2022-05-21,520200,完了
O008800,C02908,販売代理店,2024-07-18,386700,完了
O008801,C02434,直営店,2022-04-20,260800,処理中
O008802,C00053,直営店,2024-06-09,90800,完了
O008803,C03426,販売代理店,2024-05-31,212200,処理中
O008804,C01247,直営店,2024-07-27,51800,完了
O008805,C02395,ECサイト,2024-03-01,191400,処理中
O008806,C03970,販売代理店,2024-12-30,11200,完了
O008807,C02098,直営店,2022-11-21,401600,完了
O008808,C02456,ECサイト,2023-06-05,173400,処理中
O008809,C01492,直営店,2024-09-06,315200,処理中
O008810,C04740,販売代理店,2024-10-12,524400,処理中
O008811,C00209,ECサイト,2022-08-08,215900,キャンセル
O008812,C03989,販売代理店,2022-12-06,398800,キャンセル
O008813,C04250,販売代理店,2023-03-25,113600,完了
O008814,C01862,販売代理店,2025-01-05,63800,完了
O008815,C02371,販売代理店,2022-10-30,288100,完了
O008816,C04688,直営店,2022-12-10,238200,キャンセル
O008817,C02006,直営店,2024-12-27,72200,完了
O008818,C03383,販売代理店,2024-12-23,170100,完了
O008819,C03294,ECサイト,2022-11-08,106900,完了
O008820,C04958,ECサイト,2024-01-18,171400,処理中
O008821,C00076,ECサイト,2023-08-17,86500,完了
O008822,C02449,ECサイト,2023-10-14,251200,完了
O008823,C04251,ECサイト,2024-12-11,197200,完了
O008824,C01007,直営店,2022-11-29,399200,完了
O008825,C02552,ECサイト,2023-04-09,154700,完了
O008826,C01774,ECサイト,2025-01-16,109600,完了
O008827,C00581,直営店,2022-08-11,247400,完了
O008828,C00736,販売代理店,2023-09-11,58800,完了
O008829,C02942,ECサイト,2022-10-21,212600,完了
O008830,C02346,ECサイト,2024-02-19,350600,完了
O008831,C03927,直営店,2025-01-29,234200,完了
O008832,C04611,販売代理店,2022-08-01,135400,完了
O008833,C02829,ECサイト,2024-02-07,171300,キャンセル
O008834,C03823,直営店,2023-03-16,341100,完了
O008835,C01780,販売代理店,2023-03-26,98700,完了
O008836,C04312,直営店,2023-06-12,443400,処理中
O008837,C03616,ECサイト,2025-02-23,222400,完了
O008838,C02498,販売代理店,2024-03-21,49800,完了
O008839,C04057,ECサイト,2022-06-08,51600,キャンセル
O008840,C02729,販売代理店,2024-12-09,310200,完了
O008841,C03289,ECサイト,2022-06-20,357800,完了
O008842,C03104,直営店,2022-09-02,70400,キャンセル
O008843,C02144,販売代理店,2023-12-02,234700,処理中
O008844,C04594,販売代理店,2024-10-07,338500,完了
O008845,C03890,直営店,2024-11-10,336200,完了
O008846,C01475,ECサイト,2024-06-30,124900,完了
O008847,C02246,販売代理店,2024-11-30,283000,完了
O008848,C02202,直営店,2025-01-21,225200,完了
O008849,C03879,直営店,2024-03-04,227400,キャンセル
O008850,C01139,ECサイト,2023-06-22,355400,完了
O008851,C00743,販売代理店,2022-12-04,358600,完了
O008852,C00018,ECサイト,2023-05-10,425300,完了
O008853,C01704,ECサイト,2024-12-05,312800,完了
O008854,C04488,販売代理店,2023-05-23,23400,処理中
O008855,C01094,直営店,2023-06-22,366500,完了
O008856,C00909,販売代理店,2023-04-05,368300,完了
O008857,C00728,直営店,2022-04-09,36500,完了
O008858,C02899,ECサイト,2023-10-02,270800,完了
O008859,C02107,ECサイト,2024-11-30,179700,完了
O008860,C03606,直営店,2022-11-07,271200,完了
O008861,C04238,販売代理店,2025-02-06,417500,完了
O008862,C03041,ECサイト,2022-11-02,81100,処理中
O008863,C02676,ECサイト,2023-12-31,316900,完了
O008864,C01692,直営店,2025-03-09,136700,完了
O008865,C02508,ECサイト,2023-12-15,302000,完了
O008866,C01718,販売代理店,2023-01-29,354400,処理中
O008867,C01381,ECサイト,2025-03-05,59700,完了
O008868,C02737,直営店,2022-05-14,126400,完了
O008869,C02636,販売代理店,2022-11-29,160800,完了
O008870,C02394,直営店,2023-05-14,231000,完了
O008871,C04343,直営店,2022-06-08,221200,完了
O008872,C02928,直営店,2024-05-10,71200,完了
O008873,C03379,ECサイト,2023-10-08,240500,完了
O008874,C02237,ECサイト,2024-10-21,359300,完了
O008875,C01094,ECサイト,2023-01-14,402400,完了
O008876,C04624,直営店,2024-06-22,185600,完了
O008877,C00879,ECサイト,2022-03-27,357600,完了
O008878,C03477,直営店,2022-11-28,39600,完了
O008879,C00665,販売代理店,2022-06-13,120700,完了
O008880,C01480,ECサイト,2022-07-24,304900,完了
O008881,C02128,ECサイト,2024-05-27,302600,完了
O008882,C03011,ECサイト,2023-04-27,354800,処理中
O008883,C03749,直営店,2024-05-03,240300,完了
O008884,C01715,販売代理店,2023-02-02,27000,完了
O008885,C02070,販売代理店,2022-08-30,109800,完了
O008886,C03273,直営店,2024-02-28,457000,完了
O008887,C04287,ECサイト,2023-04-30,333600,キャンセル
O008888,C02976,販売代理店,2023-02-28,102700,完了
O008889,C01645,販売代理店,2022-06-25,319700,完了
O008890,C04955,直営店,2025-01-08,153900,完了
O008891,C01202,直営店,2023-01-23,335200,完了
O008892,C02916,ECサイト,2023-12-31,453500,完了
O008893,C03653,直営店,2023-10-12,129000,完了
O008894,C03783,販売代理店,2023-12-01,113300,完了
O008895,C04336,直営店,2024-01-22,294800,完了
O008896,C04538,販売代理店,2023-08-16,103000,完了
O008897,C00031,販売代理店,2022-05-29,683600,完了
O008898,C04182,販売代理店,2024-10-27,253200,完了
O008899,C02594,販売代理店,2023-04-03,37800,完了
O008900,C03183,ECサイト,2022-08-28,117200,完了
O008901,C03637,販売代理店,2024-03-16,131300,完了
O008902,C02099,販売代理店,2023-01-16,222400,完了
O008903,C03727,ECサイト,2023-10-09,401000,完了
O008904,C02983,販売代理店,2022-06-24,95500,完了
O008905,C03435,販売代理店,2024-11-06,125600,キャンセル
O008906,C01524,販売代理店,2022-11-25,351000,完了
O008907,C02169,ECサイト,2025-03-24,184400,処理中
O008908,C00546,直営店,2024-10-05,357200,完了
O008909,C00532,販売代理店,2022-11-09,189500,キャンセル
O008910,C03133,ECサイト,2024-07-27,255100,完了
O008911,C04308,ECサイト,2024-04-02,340800,完了
O008912,C02895,ECサイト,2023-12-30,373400,完了
O008913,C02588,直営店,2022-10-18,548400,完了
O008914,C00605,ECサイト,2022-12-10,142200,処理中
O008915,C01097,販売代理店,2024-12-21,296400,完了
O008916,C04963,ECサイト,2022-04-29,450100,完了
O008917,C00402,ECサイト,2024-05-23,226700,キャンセル
O008918,C04651,販売代理店,2023-11-12,57600,完了
O008919,C01927,ECサイト,2025-02-07,222300,完了
O008920,C02473,販売代理店,2024-10-08,296100,処理中
O008921,C02990,販売代理店,2024-02-17,152800,完了
O008922,C02455,ECサイト,2023-08-28,286500,完了
O008923,C01302,直営店,2024-05-18,237100,完了
O008924,C04019,販売代理店,2024-09-14,344000,完了
O008925,C01522,直営店,2024-08-10,381200,完了
O008926,C00200,直営店,2022-04-24,91300,完了
O008927,C01590,直営店,2024-11-23,361300,完了
O008928,C01345,直営店,2023-09-16,337300,完了
O008929,C03000,ECサイト,2022-12-23,71600,完了
O008930,C03896,ECサイト,2023-04-18,323100,完了
O008931,C02734,ECサイト,2024-05-01,241700,完了
O008932,C03830,直営店,2022-08-19,200000,完了
O008933,C04842,ECサイト,2024-12-13,135000,完了
O008934,C01481,直営店,2022-11-30,405800,完了
O008935,C02143,販売代理店,2022-07-03,270300,完了
O008936,C02202,ECサイト,2022-09-14,749100,完了
O008937,C02290,直営店,2022-05-03,103900,完了
O008938,C01346,ECサイト,2024-04-17,198000,完了
O008939,C00440,ECサイト,2022-04-03,74000,完了
O008940,C01322,ECサイト,2023-02-18,476900,完了
O008941,C01374,ECサイト,2022-08-03,63000,完了
O008942,C01151,販売代理店,2025-02-03,271000,完了
O008943,C03704,販売代理店,2023-02-14,80900,完了
O008944,C04654,直営店,2023-10-27,38800,完了
O008945,C04279,ECサイト,2023-09-23,39200,完了
O008946,C01710,直営店,2024-10-07,125000,完了
O008947,C04233,販売代理店,2023-01-16,24000,完了
O008948,C04195,ECサイト,2022-05-11,452900,完了
O008949,C01505,直営店,2025-02-12,118400,完了
O008950,C01879,販売代理店,2022-10-19,230900,完了
O008951,C01231,直営店,2024-07-11,370600,完了
O008952,C02726,販売代理店,2023-07-07,351200,完了
O008953,C03312,ECサイト,2024-07-21,284200,処理中
O008954,C02754,ECサイト,2025-02-28,22000,完了
O008955,C00297,ECサイト,2022-05-16,549900,完了
O008956,C02656,ECサイト,2022-06-27,198300,完了
O008957,C03975,ECサイト,2023-11-09,315100,完了
O008958,C02904,ECサイト,2024-03-04,352300,完了
O008959,C01748,販売代理店,2023-03-29,335800,完了
O008960,C03306,ECサイト,2022-06-04,150800,完了
O008961,C00939,販売代理店,2023-01-29,290100,完了
O008962,C04664,ECサイト,2022-09-16,20300,完了
O008963,C02735,ECサイト,2023-01-31,152200,完了
O008964,C03027,直営店,2025-02-07,166900,完了
O008965,C04659,直営店,2025-01-10,139000,完了
O008966,C04908,ECサイト,2024-03-15,151600,完了
O008967,C01304,ECサイト,2023-11-15,134000,完了
O008968,C00144,販売代理店,2022-11-06,253300,完了
O008969,C03139,直営店,2022-07-11,26400,完了
O008970,C04388,ECサイト,2022-10-30,221400,処理中
O008971,C03308,ECサイト,2025-01-15,434300,完了
O008972,C04248,直営店,2022-10-26,224700,完了
O008973,C00513,ECサイト,2025-02-18,51100,完了
O008974,C01607,販売代理店,2022-11-28,178800,完了
O008975,C00395,販売代理店,2024-09-20,423900,完了
O008976,C02867,販売代理店,2022-11-28,138600,キャンセル
O008977,C01429,販売代理店,2024-02-26,91800,完了
O008978,C03450,販売代理店,2024-12-21,253600,完了
O008979,C00868,販売代理店,2024-04-11,283400,完了
O008980,C04784,直営店,2023-09-04,104500,完了
O008981,C04563,直営店,2023-06-21,137100,完了
O008982,C01503,販売代理店,2022-09-26,150400,完了
O008983,C01008,直営店,2023-03-06,622600,完了
O008984,C01450,販売代理店,2024-04-01,149700,完了
O008985,C03674,販売代理店,2022-12-15,100800,完了
O008986,C01539,販売代理店,2022-12-16,156000,完了
O008987,C02327,販売代理店,2022-06-23,27400,完了
O008988,C03827,ECサイト,2022-05-04,231200,完了
O008989,C04651,販売代理店,2022-04-22,321500,完了
O008990,C04133,販売代理店,2024-05-14,68200,完了
O008991,C03362,販売代理店,2024-11-23,139900,完了
O008992,C02815,販売代理店,2024-08-20,378300,完了
O008993,C00982,販売代理店,2023-05-29,103600,完了
O008994,C00308,販売代理店,2023-05-24,298800,完了
O008995,C04530,ECサイト,2023-02-05,114300,完了
O008996,C03295,ECサイト,2024-07-13,88800,完了
O008997,C02827,販売代理店,2023-10-06,156000,完了
O008998,C01790,直営店,2024-04-22,320100,完了
O008999,C04476,販売代理店,2024-05-26,312500,完了
O009000,C02485,ECサイト,2023-08-04,409600,完了
O009001,C02205,直営店,2025-02-22,243200,完了
O009002,C04138,ECサイト,2025-03-20,233100,完了
O009003,C04043,販売代理店,2023-02-14,378100,完了
O009004,C00824,直営店,2024-08-07,40000,処理中
O009005,C01221,ECサイト,2024-04-10,179000,完了
O009006,C00569,販売代理店,2024-12-12,282100,完了
O009007,C04980,ECサイト,2022-09-27,344100,完了
O009008,C01067,直営店,2022-12-31,228000,完了
O009009,C03657,直営店,2024-03-18,123200,完了
O009010,C00843,直営店,2023-07-30,437100,完了
O009011,C04497,直営店,2024-06-23,466400,完了
O009012,C00586,ECサイト,2024-03-29,211800,完了
O009013,C00268,販売代理店,2023-08-01,126400,完了
O009014,C04077,販売代理店,2023-12-14,218700,完了
O009015,C00299,直営店,2024-09-30,365800,完了
O009016,C04547,ECサイト,2024-03-06,115600,完了
O009017,C00516,直営店,2023-10-31,318900,完了
O009018,C02465,販売代理店,2022-12-31,116700,完了
O009019,C00201,ECサイト,2023-03-26,353500,処理中
O009020,C01904,ECサイト,2022-12-25,301900,処理中
O009021,C00569,ECサイト,2023-11-22,214900,完了
O009022,C04277,販売代理店,2022-06-07,471000,完了
O009023,C00900,ECサイト,2024-02-03,120400,完了
O009024,C00205,ECサイト,2024-06-15,115600,キャンセル
O009025,C01505,ECサイト,2023-09-10,264300,完了
O009026,C03423,販売代理店,2025-01-26,506300,処理中
O009027,C00695,直営店,2025-03-13,254200,キャンセル
O009028,C00848,直営店,2022-09-13,158200,完了
O009029,C02811,ECサイト,2023-07-01,138100,完了
O009030,C02896,直営店,2023-10-13,338400,完了
O009031,C01180,ECサイト,2023-01-19,36000,完了
O009032,C00389,直営店,2024-01-16,249400,完了
O009033,C01931,直営店,2024-03-17,235400,キャンセル
O009034,C02000,ECサイト,2023-04-17,224300,完了
O009035,C00286,直営店,2024-12-05,142200,完了
O009036,C03525,ECサイト,2025-01-17,162000,完了
O009037,C01806,直営店,2022-06-02,118200,完了
O009038,C00635,ECサイト,2022-08-19,130800,完了
O009039,C03032,直営店,2024-04-08,339000,完了
O009040,C03119,直営店,2022-06-06,32400,キャンセル
O009041,C04173,販売代理店,2022-09-10,420200,完了
O009042,C02879,販売代理店,2022-06-08,223100,完了
O009043,C00238,ECサイト,2024-05-10,77000,完了
O009044,C00829,直営店,2024-09-07,22000,完了
O009045,C04146,ECサイト,2023-12-12,231900,処理中
O009046,C02252,ECサイト,2023-10-25,104700,完了
O009047,C00499,直営店,2024-07-04,61200,完了
O009048,C01885,販売代理店,2024-06-09,22400,完了
O009049,C01266,直営店,2023-11-24,91400,完了
O009050,C03836,ECサイト,2023-09-24,34800,処理中
O009051,C00214,販売代理店,2023-03-08,414600,完了
O009052,C04472,直営店,2023-05-29,407600,処理中
O009053,C02059,直営店,2024-03-08,54000,完了
O009054,C03961,ECサイト,2022-10-20,184500,完了
O009055,C04499,直営店,2024-09-03,381600,完了
O009056,C03493,直営店,2023-04-30,375500,完了
O009057,C04080,ECサイト,2022-07-18,12600,処理中
O009058,C01176,ECサイト,2024-10-01,301100,完了
O009059,C00988,ECサイト,2023-12-30,62500,完了
O009060,C04439,直営店,2023-02-09,499600,完了
O009061,C00407,ECサイト,2024-08-23,244600,完了
O009062,C01626,直営店,2024-05-09,79500,完了
O009063,C03680,販売代理店,2022-06-09,268700,完了
O009064,C02211,ECサイト,2022-06-01,120500,完了
O009065,C01114,ECサイト,2023-07-09,86400,完了
O009066,C03171,販売代理店,2022-11-14,69100,完了
O009067,C02573,販売代理店,2023-10-03,280900,完了
O009068,C03706,直営店,2022-07-31,281300,キャンセル
O009069,C03491,ECサイト,2023-01-16,342300,完了
O009070,C02405,直営店,2022-06-22,113200,完了
O009071,C01341,ECサイト,2022-09-17,148000,処理中
O009072,C02614,直営店,2023-03-08,327900,完了
O009073,C03437,直営店,2022-06-16,278000,完了
O009074,C03196,ECサイト,2023-03-17,108000,完了
O009075,C01278,ECサイト,2023-02-07,440500,完了
O009076,C02756,直営店,2024-05-16,120100,完了
O009077,C00224,ECサイト,2023-09-05,156900,完了
O009078,C02034,販売代理店,2024-09-20,222100,完了
O009079,C03255,ECサイト,2024-09-06,18300,完了
O009080,C00894,販売代理店,2025-02-09,15900,完了
O009081,C00860,直営店,2023-10-19,346900,処理中
O009082,C01142,ECサイト,2023-05-07,323200,完了
O009083,C01369,ECサイト,2024-06-14,225100,完了
O009084,C01235,販売代理店,2023-07-16,422000,完了
O009085,C01696,直営店,2024-04-30,128200,完了
O009086,C00366,直営店,2023-06-23,337600,完了
O009087,C00433,ECサイト,2022-06-18,175100,完了
O009088,C00623,ECサイト,2022-04-26,454600,処理中
O009089,C03957,直営店,2024-04-13,478700,完了
O009090,C03953,ECサイト,2022-04-20,308000,完了
O009091,C03665,販売代理店,2023-11-20,160800,完了
O009092,C03017,直営店,2023-03-29,270200,完了
O009093,C03283,ECサイト,2022-06-13,31600,完了
O009094,C03646,ECサイト,2022-11-16,94400,完了
O009095,C04183,直営店,2024-12-13,490000,処理中
O009096,C03934,ECサイト,2025-01-13,442100,完了
O009097,C01419,販売代理店,2025-03-14,255000,完了
O009098,C04913,ECサイト,2022-05-23,257200,完了
O009099,C02165,販売代理店,2024-03-07,58300,完了
O009100,C00478,直営店,2024-02-24,174200,完了
O009101,C02517,直営店,2025-03-21,319800,完了
O009102,C01048,直営店,2023-08-15,32000,完了
O009103,C04049,販売代理店,2023-04-09,146400,完了
O009104,C02878,ECサイト,2023-11-27,189200,完了
O009105,C01797,直営店,2024-12-26,170600,完了
O009106,C03196,直営店,2024-03-18,182200,完了
O009107,C04836,ECサイト,2024-03-18,208200,完了
O009108,C03496,販売代理店,2022-11-27,443100,完了
O009109,C04473,ECサイト,2022-05-23,203600,完了
O009110,C04974,ECサイト,2023-06-09,30800,完了
O009111,C04209,販売代理店,2024-11-07,205400,完了
O009112,C03262,販売代理店,2024-08-09,378200,完了
O009113,C02029,販売代理店,2022-07-22,336400,完了
O009114,C04862,販売代理店,2024-08-07,437800,完了
O009115,C04234,販売代理店,2024-03-17,234200,完了
O009116,C02690,ECサイト,2023-07-28,63600,完了
O009117,C02146,販売代理店,2023-08-22,158100,完了
O009118,C02651,ECサイト,2022-07-25,136900,完了
O009119,C03307,販売代理店,2024-04-07,378400,完了
O009120,C04932,販売代理店,2023-04-27,127100,処理中
O009121,C02841,直営店,2024-05-23,233700,完了
O009122,C00302,直営店,2023-05-03,210400,完了
O009123,C02236,直営店,2022-06-20,37600,完了
O009124,C00436,直営店,2023-07-18,510300,完了
O009125,C02088,ECサイト,2024-11-04,265300,処理中
O009126,C02331,直営店,2025-03-23,171300,完了
O009127,C04185,ECサイト,2022-05-01,229600,キャンセル
O009128,C03408,直営店,2024-03-02,327400,完了
O009129,C00896,直営店,2023-12-19,335200,完了
O009130,C00331,販売代理店,2024-02-05,100200,キャンセル
O009131,C02985,直営店,2022-03-31,104200,完了
O009132,C01518,販売代理店,2023-12-07,96000,完了
O009133,C00057,販売代理店,2024-03-19,37800,処理中
O009134,C04199,ECサイト,2023-08-04,184000,完了
O009135,C01150,直営店,2023-07-01,280100,完了
O009136,C04504,販売代理店,2023-06-16,24000,処理中
O009137,C03306,販売代理店,2022-05-17,150000,完了
O009138,C04848,ECサイト,2022-09-10,157300,完了
O009139,C00142,直営店,2024-08-18,160300,処理中
O009140,C03691,ECサイト,2023-01-24,78400,完了
O009141,C00709,ECサイト,2023-09-17,111600,完了
O009142,C02999,直営店,2022-05-21,214800,完了
O009143,C03454,ECサイト,2022-09-02,312600,処理中
O009144,C01182,販売代理店,2024-08-26,184000,完了
O009145,C04359,販売代理店,2023-08-10,94400,完了
O009146,C04545,直営店,2023-04-11,89200,完了
O009147,C02291,ECサイト,2023-02-06,264000,キャンセル
O009148,C02628,販売代理店,2023-06-28,491800,完了
O009149,C01233,ECサイト,2024-02-11,90000,完了
O009150,C04630,販売代理店,2023-12-27,307300,完了
O009151,C02100,ECサイト,2022-07-22,73500,完了
O009152,C02261,販売代理店,2023-05-18,221600,完了
O009153,C02382,直営店,2022-06-22,110500,完了
O009154,C03613,ECサイト,2023-01-27,332900,処理中
O009155,C03103,ECサイト,2022-11-29,165200,完了
O009156,C03061,直営店,2023-11-08,133300,完了
O009157,C03213,販売代理店,2024-05-07,240300,完了
O009158,C04683,ECサイト,2022-10-06,101600,完了
O009159,C01763,直営店,2024-04-06,115000,完了
O009160,C03425,直営店,2022-07-30,373800,完了
O009161,C00651,直営店,2024-02-14,235700,処理中
O009162,C04725,ECサイト,2022-08-16,139000,完了
O009163,C03518,販売代理店,2023-07-12,150400,処理中
O009164,C03140,ECサイト,2023-06-09,175100,完了
O009165,C01522,ECサイト,2023-07-13,378100,完了
O009166,C00783,直営店,2023-12-27,107300,完了
O009167,C02567,直営店,2024-04-01,386800,処理中
O009168,C01010,直営店,2022-08-31,86100,完了
O009169,C01958,ECサイト,2022-07-15,14800,完了
O009170,C04980,ECサイト,2023-06-08,90300,完了
O009171,C00304,ECサイト,2024-09-18,34000,完了
O009172,C03179,直営店,2024-08-29,200600,完了
O009173,C01607,ECサイト,2024-12-11,438900,完了
O009174,C03939,販売代理店,2022-08-13,131600,完了
O009175,C03687,ECサイト,2023-11-23,352400,処理中
O009176,C03756,ECサイト,2024-12-06,133100,完了
O009177,C03077,ECサイト,2022-10-04,402200,処理中
O009178,C00721,ECサイト,2024-02-09,388000,完了
O009179,C00712,販売代理店,2024-09-21,31200,完了
O009180,C02340,販売代理店,2022-06-21,161000,完了
O009181,C03860,ECサイト,2023-05-30,104000,完了
O009182,C00877,直営店,2022-06-13,484800,完了
O009183,C03976,販売代理店,2023-06-02,374500,完了
O009184,C00844,直営店,2022-04-25,96400,処理中
O009185,C02243,ECサイト,2024-12-20,169600,完了
O009186,C01438,ECサイト,2023-11-20,242800,完了
