order_item_id,order_id,product_id,quantity,unit_price
OI0028370,O009483,P0091,2,18200
OI0028371,O009484,P0037,1,16100
OI0028372,O009484,P0022,3,21200
OI0028373,O009484,P0099,5,7400
OI0028374,O009485,P0023,1,25600
OI0028375,O009485,P0040,7,20900
OI0028376,O009485,P0025,4,5400
OI0028377,O009486,P0056,4,7200
OI0028378,O009486,P0076,8,18300
OI0028379,O009487,P0073,6,23100
OI0028380,O009487,P0025,2,5400
OI0028381,O009487,P0002,2,18800
OI0028382,O009488,P0100,6,27800
OI0028383,O009489,P0057,6,8900
OI0028384,O009489,P0049,7,18300
OI0028385,O009489,P0013,4,25800
OI0028386,O009490,P0051,5,13700
OI0028387,O009490,P0059,4,26900
OI0028388,O009490,P0038,1,7300
OI0028389,O009490,P0081,4,12500
OI0028390,O009491,P0034,1,24900
OI0028391,O009491,P0052,2,28900
OI0028392,O009491,P0036,6,19800
OI0028393,O009491,P0035,7,15200
OI0028394,O009491,P0099,1,7400
OI0028395,O009492,P0065,5,23200
OI0028396,O009493,P0004,8,26300
OI0028397,O009493,P0063,3,7300
OI0028398,O009494,P0070,5,15900
OI0028399,O009494,P0079,4,28000
OI0028400,O009494,P0087,4,11200
OI0028401,O009494,P0015,5,28900
OI0028402,O009495,P0098,7,5800
OI0028403,O009495,P0030,4,5600
OI0028404,O009495,P0038,7,7300
OI0028405,O009496,P0071,5,19500
OI0028406,O009496,P0040,6,20900
OI0028407,O009496,P0089,1,7300
OI0028408,O009496,P0089,3,7300
OI0028409,O009496,P0047,3,19500
OI0028410,O009497,P0100,6,27800
OI0028411,O009497,P0035,4,15200
OI0028412,O009498,P0031,6,6900
OI0028413,O009499,P0058,3,7700
OI0028414,O009499,P0082,4,15800
OI0028415,O009499,P0074,1,15100
OI0028416,O009500,P0066,3,8800
OI0028417,O009500,P0042,3,26600
OI0028418,O009501,P0031,2,6900
OI0028419,O009501,P0084,2,8800
OI0028420,O009502,P0027,5,28700
OI0028421,O009502,P0018,2,7200
OI0028422,O009502,P0057,7,8900
OI0028423,O009502,P0093,8,23000
OI0028424,O009503,P0079,5,28000
OI0028425,O009503,P0047,3,19500
OI0028426,O009503,P0018,1,7200
OI0028427,O009503,P0043,8,20300
OI0028428,O009503,P0099,5,7400
OI0028429,O009504,P0093,4,23000
OI0028430,O009504,P0001,6,12300
OI0028431,O009504,P0067,2,24800
OI0028432,O009504,P0053,4,14700
OI0028433,O009505,P0030,3,5600
OI0028434,O009505,P0067,2,24800
OI0028435,O009505,P0046,6,11000
OI0028436,O009505,P0059,3,26900
OI0028437,O009505,P0056,8,7200
OI0028438,O009506,P0062,8,12000
OI0028439,O009506,P0052,1,28900
OI0028440,O009506,P0044,2,28900
OI0028441,O009506,P0092,3,26800
OI0028442,O009506,P0083,8,26000
OI0028443,O009507,P0071,3,19500
OI0028444,O009507,P0033,7,20600
OI0028445,O009507,P0026,6,14600
OI0028446,O009507,P0072,6,7500
OI0028447,O009507,P0090,4,14800
OI0028448,O009508,P0043,6,20300
OI0028449,O009508,P0050,6,6900
OI0028450,O009508,P0062,7,12000
OI0028451,O009508,P0070,1,15900
OI0028452,O009508,P0015,8,28900
OI0028453,O009509,P0082,3,15800
OI0028454,O009509,P0055,6,22400
OI0028455,O009509,P0011,6,7300
OI0028456,O009509,P0045,2,11200
OI0028457,O009509,P0076,7,18300
OI0028458,O009510,P0010,7,23100
OI0028459,O009510,P0083,2,26000
OI0028460,O009510,P0099,8,7400
OI0028461,O009510,P0020,4,9600
OI0028462,O009510,P0015,5,28900
OI0028463,O009511,P0045,5,11200
OI0028464,O009511,P0067,2,24800
OI0028465,O009512,P0099,3,7400
OI0028466,O009512,P0008,1,16800
OI0028467,O009512,P0044,3,28900
OI0028468,O009512,P0007,4,16000
OI0028469,O009513,P0009,2,20100
OI0028470,O009513,P0037,7,16100
OI0028471,O009513,P0076,6,18300
OI0028472,O009514,P0010,6,23100
OI0028473,O009514,P0097,1,27000
OI0028474,O009514,P0092,5,26800
OI0028475,O009515,P0013,8,25800
OI0028476,O009516,P0034,4,24900
OI0028477,O009516,P0043,8,20300
OI0028478,O009516,P0080,1,12300
OI0028479,O009516,P0025,6,5400
OI0028480,O009516,P0049,6,18300
OI0028481,O009517,P0078,7,15900
OI0028482,O009517,P0001,8,12300
OI0028483,O009517,P0064,5,19400
OI0028484,O009517,P0097,1,27000
OI0028485,O009517,P0030,2,5600
OI0028486,O009518,P0095,4,19500
OI0028487,O009518,P0023,6,25600
OI0028488,O009518,P0090,1,14800
OI0028489,O009519,P0034,3,24900
OI0028490,O009520,P0054,7,15300
OI0028491,O009520,P0072,3,7500
OI0028492,O009520,P0095,5,19500
OI0028493,O009520,P0097,5,27000
OI0028494,O009520,P0059,5,26900
OI0028495,O009521,P0057,7,8900
OI0028496,O009521,P0073,3,23100
OI0028497,O009521,P0033,7,20600
OI0028498,O009521,P0084,6,8800
OI0028499,O009521,P0068,5,25800
OI0028500,O009522,P0053,3,14700
OI0028501,O009522,P0010,3,23100
OI0028502,O009523,P0040,5,20900
OI0028503,O009523,P0031,8,6900
OI0028504,O009523,P0015,1,28900
OI0028505,O009523,P0004,4,26300
OI0028506,O009523,P0012,6,12600
OI0028507,O009524,P0034,1,24900
OI0028508,O009525,P0051,4,13700
OI0028509,O009525,P0010,6,23100
OI0028510,O009525,P0065,7,23200
OI0028511,O009525,P0077,1,10800
OI0028512,O009526,P0080,4,12300
OI0028513,O009526,P0016,2,13800
OI0028514,O009527,P0037,4,16100
OI0028515,O009527,P0005,7,24300
OI0028516,O009528,P0020,7,9600
OI0028517,O009529,P0057,5,8900
OI0028518,O009530,P0023,5,25600
OI0028519,O009530,P0069,4,8000
OI0028520,O009530,P0012,5,12600
OI0028521,O009530,P0036,7,19800
OI0028522,O009530,P0069,3,8000
OI0028523,O009531,P0070,1,15900
OI0028524,O009532,P0066,1,8800
OI0028525,O009532,P0087,1,11200
OI0028526,O009532,P0082,7,15800
OI0028527,O009532,P0045,6,11200
OI0028528,O009532,P0029,5,30000
OI0028529,O009533,P0050,6,6900
OI0028530,O009533,P0010,4,23100
OI0028531,O009533,P0078,7,15900
OI0028532,O009533,P0007,2,16000
OI0028533,O009534,P0004,8,26300
OI0028534,O009535,P0037,8,16100
OI0028535,O009535,P0018,8,7200
OI0028536,O009536,P0052,4,28900
OI0028537,O009536,P0100,5,27800
OI0028538,O009536,P0068,5,25800
OI0028539,O009537,P0056,4,7200
OI0028540,O009537,P0041,1,20500
OI0028541,O009537,P0019,6,21400
OI0028542,O009537,P0001,2,12300
OI0028543,O009537,P0034,7,24900
OI0028544,O009538,P0045,4,11200
OI0028545,O009538,P0088,7,22000
OI0028546,O009539,P0093,7,23000
OI0028547,O009539,P0009,8,20100
OI0028548,O009539,P0081,1,12500
OI0028549,O009539,P0024,8,17500
OI0028550,O009540,P0012,1,12600
OI0028551,O009541,P0068,4,25800
OI0028552,O009541,P0041,2,20500
OI0028553,O009541,P0097,7,27000
OI0028554,O009542,P0087,8,11200
OI0028555,O009542,P0060,6,9300
OI0028556,O009543,P0086,6,15300
OI0028557,O009543,P0076,5,18300
OI0028558,O009543,P0052,8,28900
OI0028559,O009543,P0090,4,14800
OI0028560,O009544,P0024,3,17500
OI0028561,O009544,P0014,8,11900
OI0028562,O009544,P0055,7,22400
OI0028563,O009545,P0060,2,9300
OI0028564,O009546,P0060,1,9300
OI0028565,O009546,P0006,3,18800
OI0028566,O009546,P0036,7,19800
OI0028567,O009547,P0049,1,18300
OI0028568,O009547,P0047,2,19500
OI0028569,O009547,P0009,5,20100
OI0028570,O009547,P0059,3,26900
OI0028571,O009548,P0066,8,8800
OI0028572,O009548,P0062,7,12000
OI0028573,O009548,P0016,3,13800
OI0028574,O009549,P0029,2,30000
OI0028575,O009549,P0037,1,16100
OI0028576,O009549,P0089,1,7300
OI0028577,O009550,P0055,8,22400
OI0028578,O009550,P0028,7,14800
OI0028579,O009550,P0004,6,26300
OI0028580,O009550,P0011,8,7300
OI0028581,O009551,P0036,6,19800
OI0028582,O009551,P0078,3,15900
OI0028583,O009551,P0032,7,20900
OI0028584,O009552,P0070,6,15900
OI0028585,O009552,P0011,3,7300
OI0028586,O009552,P0039,7,15800
OI0028587,O009552,P0009,3,20100
OI0028588,O009552,P0096,6,7800
OI0028589,O009553,P0077,3,10800
OI0028590,O009553,P0032,2,20900
OI0028591,O009553,P0067,4,24800
OI0028592,O009553,P0015,5,28900
OI0028593,O009554,P0047,2,19500
OI0028594,O009554,P0094,4,19100
OI0028595,O009555,P0065,5,23200
OI0028596,O009556,P0009,6,20100
OI0028597,O009556,P0083,1,26000
OI0028598,O009556,P0036,6,19800
OI0028599,O009556,P0040,8,20900
OI0028600,O009557,P0095,3,19500
OI0028601,O009558,P0014,5,11900
OI0028602,O009558,P0008,7,16800
OI0028603,O009558,P0036,7,19800
OI0028604,O009558,P0049,5,18300
OI0028605,O009558,P0024,5,17500
OI0028606,O009559,P0022,8,21200
OI0028607,O009559,P0042,5,26600
OI0028608,O009559,P0089,4,7300
OI0028609,O009559,P0006,8,18800
OI0028610,O009559,P0092,2,26800
OI0028611,O009560,P0064,2,19400
OI0028612,O009560,P0098,6,5800
OI0028613,O009560,P0060,5,9300
OI0028614,O009561,P0095,5,19500
OI0028615,O009561,P0059,3,26900
OI0028616,O009561,P0028,7,14800
OI0028617,O009561,P0051,2,13700
OI0028618,O009562,P0064,1,19400
OI0028619,O009562,P0022,8,21200
OI0028620,O009562,P0079,5,28000
OI0028621,O009563,P0085,7,8600
OI0028622,O009563,P0010,2,23100
OI0028623,O009563,P0014,8,11900
OI0028624,O009563,P0022,5,21200
OI0028625,O009563,P0058,2,7700
OI0028626,O009564,P0095,5,19500
OI0028627,O009564,P0049,2,18300
OI0028628,O009565,P0012,3,12600
OI0028629,O009566,P0082,6,15800
OI0028630,O009566,P0046,5,11000
OI0028631,O009566,P0068,2,25800
OI0028632,O009566,P0059,3,26900
OI0028633,O009566,P0052,8,28900
OI0028634,O009567,P0027,5,28700
OI0028635,O009567,P0006,5,18800
OI0028636,O009567,P0059,3,26900
OI0028637,O009567,P0012,2,12600
OI0028638,O009567,P0061,5,5300
OI0028639,O009568,P0008,3,16800
OI0028640,O009568,P0095,7,19500
OI0028641,O009568,P0061,2,5300
OI0028642,O009568,P0040,1,20900
OI0028643,O009569,P0050,4,6900
OI0028644,O009569,P0009,8,20100
OI0028645,O009569,P0087,7,11200
OI0028646,O009569,P0033,8,20600
OI0028647,O009569,P0013,5,25800
OI0028648,O009570,P0095,1,19500
OI0028649,O009571,P0001,1,12300
OI0028650,O009571,P0004,2,26300
OI0028651,O009571,P0032,4,20900
OI0028652,O009571,P0006,4,18800
OI0028653,O009571,P0038,1,7300
OI0028654,O009572,P0008,2,16800
OI0028655,O009573,P0007,2,16000
OI0028656,O009573,P0086,6,15300
OI0028657,O009573,P0040,1,20900
OI0028658,O009573,P0041,7,20500
OI0028659,O009573,P0022,7,21200
OI0028660,O009574,P0013,8,25800
OI0028661,O009574,P0042,4,26600
OI0028662,O009574,P0078,6,15900
OI0028663,O009575,P0074,5,15100
OI0028664,O009576,P0014,6,11900
OI0028665,O009576,P0074,1,15100
OI0028666,O009577,P0008,7,16800
OI0028667,O009577,P0024,3,17500
OI0028668,O009577,P0035,2,15200
OI0028669,O009577,P0031,3,6900
OI0028670,O009577,P0076,5,18300
OI0028671,O009578,P0063,7,7300
OI0028672,O009578,P0042,2,26600
OI0028673,O009579,P0006,1,18800
OI0028674,O009579,P0095,8,19500
OI0028675,O009580,P0086,6,15300
OI0028676,O009580,P0022,7,21200
OI0028677,O009580,P0062,8,12000
OI0028678,O009580,P0052,8,28900
OI0028679,O009581,P0060,2,9300
OI0028680,O009582,P0092,2,26800
OI0028681,O009582,P0005,7,24300
OI0028682,O009582,P0017,7,12500
OI0028683,O009583,P0026,2,14600
OI0028684,O009583,P0062,7,12000
OI0028685,O009584,P0034,8,24900
OI0028686,O009585,P0070,2,15900
OI0028687,O009585,P0042,7,26600
OI0028688,O009585,P0036,3,19800
OI0028689,O009586,P0086,7,15300
OI0028690,O009586,P0079,5,28000
OI0028691,O009586,P0046,2,11000
OI0028692,O009586,P0045,2,11200
OI0028693,O009586,P0086,2,15300
OI0028694,O009587,P0092,8,26800
OI0028695,O009587,P0089,2,7300
OI0028696,O009587,P0096,6,7800
OI0028697,O009588,P0032,1,20900
OI0028698,O009588,P0094,2,19100
OI0028699,O009589,P0071,4,19500
OI0028700,O009590,P0018,7,7200
OI0028701,O009590,P0065,6,23200
OI0028702,O009590,P0032,1,20900
OI0028703,O009591,P0006,2,18800
OI0028704,O009591,P0089,5,7300
OI0028705,O009591,P0091,4,18200
OI0028706,O009592,P0094,7,19100
OI0028707,O009592,P0073,1,23100
OI0028708,O009592,P0021,5,18100
OI0028709,O009593,P0081,6,12500
OI0028710,O009593,P0006,3,18800
OI0028711,O009593,P0074,8,15100
OI0028712,O009594,P0032,2,20900
OI0028713,O009594,P0077,5,10800
OI0028714,O009595,P0043,3,20300
OI0028715,O009595,P0094,5,19100
OI0028716,O009596,P0083,2,26000
OI0028717,O009596,P0079,7,28000
OI0028718,O009596,P0030,2,5600
OI0028719,O009596,P0039,3,15800
OI0028720,O009597,P0050,7,6900
OI0028721,O009598,P0039,4,15800
OI0028722,O009598,P0073,1,23100
OI0028723,O009599,P0083,4,26000
OI0028724,O009599,P0020,5,9600
OI0028725,O009599,P0072,4,7500
OI0028726,O009599,P0088,2,22000
OI0028727,O009600,P0024,7,17500
OI0028728,O009600,P0070,5,15900
OI0028729,O009600,P0046,8,11000
OI0028730,O009601,P0022,7,21200
OI0028731,O009601,P0003,8,12600
OI0028732,O009601,P0014,8,11900
OI0028733,O009601,P0096,1,7800
OI0028734,O009602,P0100,6,27800
OI0028735,O009602,P0009,4,20100
OI0028736,O009603,P0015,4,28900
OI0028737,O009603,P0057,4,8900
OI0028738,O009603,P0071,5,19500
OI0028739,O009603,P0078,6,15900
OI0028740,O009604,P0031,6,6900
OI0028741,O009604,P0072,5,7500
OI0028742,O009604,P0078,8,15900
OI0028743,O009605,P0060,2,9300
OI0028744,O009605,P0028,5,14800
OI0028745,O009605,P0046,1,11000
OI0028746,O009605,P0074,5,15100
OI0028747,O009606,P0051,8,13700
OI0028748,O009607,P0062,5,12000
OI0028749,O009607,P0051,6,13700
OI0028750,O009607,P0057,7,8900
OI0028751,O009607,P0060,7,9300
OI0028752,O009607,P0096,4,7800
OI0028753,O009608,P0019,1,21400
OI0028754,O009608,P0079,8,28000
OI0028755,O009608,P0007,5,16000
OI0028756,O009608,P0082,7,15800
OI0028757,O009608,P0067,4,24800
OI0028758,O009609,P0075,5,27300
OI0028759,O009609,P0064,2,19400
OI0028760,O009609,P0040,6,20900
OI0028761,O009610,P0085,1,8600
OI0028762,O009610,P0015,1,28900
OI0028763,O009610,P0074,7,15100
OI0028764,O009611,P0057,1,8900
OI0028765,O009611,P0059,4,26900
OI0028766,O009611,P0061,1,5300
OI0028767,O009612,P0035,8,15200
OI0028768,O009612,P0045,1,11200
OI0028769,O009613,P0066,1,8800
OI0028770,O009613,P0077,7,10800
OI0028771,O009613,P0042,6,26600
OI0028772,O009613,P0073,1,23100
OI0028773,O009613,P0037,3,16100
OI0028774,O009614,P0042,2,26600
OI0028775,O009614,P0056,4,7200
OI0028776,O009614,P0045,8,11200
OI0028777,O009614,P0064,3,19400
OI0028778,O009614,P0001,8,12300
OI0028779,O009615,P0032,7,20900
OI0028780,O009615,P0011,7,7300
OI0028781,O009615,P0039,6,15800
OI0028782,O009615,P0086,7,15300
OI0028783,O009615,P0077,4,10800
OI0028784,O009616,P0010,7,23100
OI0028785,O009616,P0011,2,7300
OI0028786,O009617,P0098,3,5800
OI0028787,O009617,P0036,3,19800
OI0028788,O009617,P0090,8,14800
OI0028789,O009617,P0084,2,8800
OI0028790,O009617,P0096,1,7800
OI0028791,O009618,P0062,6,12000
OI0028792,O009619,P0022,3,21200
OI0028793,O009619,P0061,7,5300
OI0028794,O009619,P0077,1,10800
OI0028795,O009620,P0036,4,19800
OI0028796,O009620,P0030,3,5600
OI0028797,O009620,P0059,6,26900
OI0028798,O009621,P0017,7,12500
OI0028799,O009621,P0100,3,27800
OI0028800,O009621,P0063,8,7300
OI0028801,O009621,P0094,8,19100
OI0028802,O009621,P0027,1,28700
OI0028803,O009622,P0031,2,6900
OI0028804,O009623,P0048,6,22700
OI0028805,O009623,P0010,8,23100
OI0028806,O009623,P0029,3,30000
OI0028807,O009623,P0083,1,26000
OI0028808,O009624,P0011,8,7300
OI0028809,O009624,P0033,5,20600
OI0028810,O009624,P0034,3,24900
OI0028811,O009624,P0028,2,14800
OI0028812,O009625,P0084,8,8800
OI0028813,O009626,P0091,8,18200
OI0028814,O009627,P0023,7,25600
OI0028815,O009627,P0062,1,12000
OI0028816,O009628,P0076,8,18300
OI0028817,O009628,P0054,4,15300
OI0028818,O009628,P0038,7,7300
OI0028819,O009628,P0043,5,20300
OI0028820,O009629,P0017,4,12500
OI0028821,O009629,P0007,4,16000
OI0028822,O009630,P0029,8,30000
OI0028823,O009630,P0005,6,24300
OI0028824,O009630,P0055,8,22400
OI0028825,O009630,P0056,1,7200
OI0028826,O009630,P0021,1,18100
OI0028827,O009631,P0032,4,20900
OI0028828,O009631,P0012,3,12600
OI0028829,O009632,P0066,2,8800
OI0028830,O009633,P0091,1,18200
OI0028831,O009633,P0026,5,14600
OI0028832,O009633,P0036,5,19800
OI0028833,O009633,P0067,1,24800
OI0028834,O009634,P0090,4,14800
OI0028835,O009634,P0038,6,7300
OI0028836,O009634,P0025,7,5400
OI0028837,O009634,P0042,4,26600
OI0028838,O009634,P0041,7,20500
OI0028839,O009635,P0086,4,15300
OI0028840,O009635,P0070,1,15900
OI0028841,O009635,P0045,1,11200
OI0028842,O009635,P0041,3,20500
OI0028843,O009636,P0049,6,18300
OI0028844,O009636,P0053,5,14700
OI0028845,O009636,P0004,7,26300
OI0028846,O009636,P0001,1,12300
OI0028847,O009637,P0040,1,20900
OI0028848,O009637,P0095,1,19500
OI0028849,O009637,P0081,7,12500
OI0028850,O009637,P0083,4,26000
OI0028851,O009638,P0090,5,14800
OI0028852,O009638,P0008,4,16800
OI0028853,O009638,P0013,4,25800
OI0028854,O009638,P0083,4,26000
OI0028855,O009638,P0067,4,24800
OI0028856,O009639,P0035,3,15200
OI0028857,O009639,P0071,5,19500
OI0028858,O009639,P0022,6,21200
OI0028859,O009639,P0012,8,12600
OI0028860,O009640,P0043,5,20300
OI0028861,O009640,P0053,2,14700
OI0028862,O009640,P0070,2,15900
OI0028863,O009640,P0050,6,6900
OI0028864,O009641,P0094,1,19100
OI0028865,O009641,P0046,3,11000
OI0028866,O009641,P0033,6,20600
OI0028867,O009641,P0058,6,7700
OI0028868,O009641,P0012,8,12600
OI0028869,O009642,P0047,3,19500
OI0028870,O009642,P0099,8,7400
OI0028871,O009642,P0049,2,18300
OI0028872,O009642,P0050,6,6900
OI0028873,O009642,P0045,4,11200
OI0028874,O009643,P0082,7,15800
OI0028875,O009643,P0056,5,7200
OI0028876,O009644,P0010,8,23100
OI0028877,O009644,P0056,3,7200
OI0028878,O009644,P0013,3,25800
OI0028879,O009645,P0001,6,12300
OI0028880,O009645,P0062,1,12000
OI0028881,O009645,P0043,2,20300
OI0028882,O009646,P0053,4,14700
OI0028883,O009646,P0039,3,15800
OI0028884,O009646,P0071,4,19500
OI0028885,O009646,P0026,3,14600
OI0028886,O009647,P0031,6,6900
OI0028887,O009647,P0056,3,7200
OI0028888,O009647,P0063,4,7300
OI0028889,O009647,P0061,2,5300
OI0028890,O009647,P0012,2,12600
OI0028891,O009648,P0096,7,7800
OI0028892,O009649,P0078,7,15900
OI0028893,O009650,P0009,2,20100
OI0028894,O009651,P0054,6,15300
OI0028895,O009651,P0094,6,19100
OI0028896,O009652,P0071,4,19500
OI0028897,O009652,P0036,2,19800
OI0028898,O009652,P0083,6,26000
OI0028899,O009652,P0062,2,12000
OI0028900,O009653,P0061,1,5300
OI0028901,O009653,P0078,1,15900
OI0028902,O009653,P0026,6,14600
OI0028903,O009653,P0100,6,27800
OI0028904,O009653,P0094,3,19100
OI0028905,O009654,P0052,6,28900
OI0028906,O009654,P0004,2,26300
OI0028907,O009654,P0060,8,9300
OI0028908,O009654,P0020,8,9600
OI0028909,O009654,P0031,4,6900
OI0028910,O009655,P0091,8,18200
OI0028911,O009655,P0084,7,8800
OI0028912,O009655,P0080,2,12300
OI0028913,O009655,P0015,4,28900
OI0028914,O009655,P0013,4,25800
OI0028915,O009656,P0078,5,15900
OI0028916,O009656,P0099,3,7400
OI0028917,O009656,P0058,4,7700
OI0028918,O009656,P0072,2,7500
OI0028919,O009656,P0054,5,15300
OI0028920,O009657,P0015,5,28900
OI0028921,O009657,P0014,1,11900
OI0028922,O009657,P0012,4,12600
OI0028923,O009657,P0063,5,7300
OI0028924,O009658,P0011,2,7300
OI0028925,O009658,P0053,8,14700
OI0028926,O009658,P0013,5,25800
OI0028927,O009658,P0091,3,18200
OI0028928,O009659,P0013,1,25800
OI0028929,O009659,P0075,6,27300
OI0028930,O009659,P0079,8,28000
OI0028931,O009660,P0019,1,21400
OI0028932,O009660,P0053,7,14700
OI0028933,O009660,P0057,2,8900
OI0028934,O009661,P0030,5,5600
OI0028935,O009661,P0066,6,8800
OI0028936,O009661,P0034,3,24900
OI0028937,O009662,P0071,7,19500
OI0028938,O009662,P0003,8,12600
OI0028939,O009662,P0065,5,23200
OI0028940,O009662,P0090,4,14800
OI0028941,O009662,P0068,4,25800
OI0028942,O009663,P0085,2,8600
OI0028943,O009663,P0012,3,12600
OI0028944,O009664,P0092,4,26800
OI0028945,O009664,P0070,3,15900
OI0028946,O009664,P0065,8,23200
OI0028947,O009664,P0058,8,7700
OI0028948,O009664,P0070,8,15900
OI0028949,O009665,P0002,4,18800
OI0028950,O009665,P0045,8,11200
OI0028951,O009665,P0034,4,24900
OI0028952,O009666,P0084,4,8800
OI0028953,O009667,P0052,4,28900
OI0028954,O009667,P0001,5,12300
OI0028955,O009667,P0004,8,26300
OI0028956,O009667,P0038,2,7300
OI0028957,O009667,P0077,7,10800
OI0028958,O009668,P0027,7,28700
OI0028959,O009668,P0061,5,5300
OI0028960,O009668,P0053,4,14700
OI0028961,O009668,P0032,1,20900
OI0028962,O009668,P0032,5,20900
OI0028963,O009669,P0017,8,12500
OI0028964,O009670,P0061,1,5300
OI0028965,O009670,P0034,1,24900
OI0028966,O009670,P0026,4,14600
OI0028967,O009670,P0038,4,7300
OI0028968,O009671,P0032,6,20900
OI0028969,O009672,P0050,8,6900
OI0028970,O009673,P0073,2,23100
OI0028971,O009673,P0019,3,21400
OI0028972,O009673,P0014,1,11900
OI0028973,O009673,P0028,3,14800
OI0028974,O009674,P0032,1,20900
OI0028975,O009675,P0083,7,26000
OI0028976,O009675,P0082,7,15800
OI0028977,O009675,P0022,3,21200
OI0028978,O009675,P0025,2,5400
OI0028979,O009675,P0074,2,15100
OI0028980,O009676,P0046,6,11000
OI0028981,O009676,P0045,4,11200
OI0028982,O009676,P0070,4,15900
OI0028983,O009676,P0061,4,5300
OI0028984,O009677,P0065,8,23200
OI0028985,O009677,P0087,4,11200
OI0028986,O009677,P0039,7,15800
OI0028987,O009677,P0069,4,8000
OI0028988,O009677,P0079,2,28000
OI0028989,O009678,P0015,5,28900
OI0028990,O009678,P0059,6,26900
OI0028991,O009679,P0076,4,18300
OI0028992,O009679,P0071,4,19500
OI0028993,O009679,P0087,1,11200
OI0028994,O009679,P0099,4,7400
OI0028995,O009680,P0059,3,26900
OI0028996,O009680,P0067,6,24800
OI0028997,O009680,P0079,5,28000
OI0028998,O009681,P0095,6,19500
OI0028999,O009681,P0097,6,27000
OI0029000,O009681,P0049,2,18300
OI0029001,O009682,P0004,5,26300
OI0029002,O009682,P0072,2,7500
OI0029003,O009682,P0065,1,23200
OI0029004,O009682,P0020,1,9600
OI0029005,O009682,P0013,2,25800
OI0029006,O009683,P0005,8,24300
OI0029007,O009683,P0083,3,26000
OI0029008,O009683,P0073,5,23100
OI0029009,O009684,P0009,2,20100
OI0029010,O009684,P0001,1,12300
OI0029011,O009685,P0088,8,22000
OI0029012,O009685,P0032,8,20900
OI0029013,O009685,P0062,4,12000
OI0029014,O009686,P0058,2,7700
OI0029015,O009686,P0036,1,19800
OI0029016,O009686,P0076,7,18300
OI0029017,O009686,P0010,5,23100
OI0029018,O009686,P0032,3,20900
OI0029019,O009687,P0039,5,15800
OI0029020,O009687,P0005,2,24300
OI0029021,O009687,P0032,8,20900
OI0029022,O009688,P0056,4,7200
OI0029023,O009688,P0013,2,25800
OI0029024,O009688,P0088,6,22000
OI0029025,O009688,P0009,4,20100
OI0029026,O009689,P0003,7,12600
OI0029027,O009689,P0061,2,5300
OI0029028,O009690,P0091,5,18200
OI0029029,O009690,P0094,7,19100
OI0029030,O009691,P0057,7,8900
OI0029031,O009691,P0015,3,28900
OI0029032,O009691,P0040,1,20900
OI0029033,O009692,P0077,4,10800
OI0029034,O009692,P0058,6,7700
OI0029035,O009693,P0085,8,8600
OI0029036,O009693,P0062,4,12000
OI0029037,O009693,P0022,1,21200
OI0029038,O009693,P0065,3,23200
OI0029039,O009694,P0082,5,15800
OI0029040,O009694,P0053,6,14700
OI0029041,O009694,P0071,5,19500
OI0029042,O009694,P0064,2,19400
OI0029043,O009694,P0027,7,28700
OI0029044,O009695,P0053,2,14700
OI0029045,O009695,P0019,2,21400
OI0029046,O009696,P0001,6,12300
OI0029047,O009697,P0043,7,20300
OI0029048,O009698,P0010,3,23100
OI0029049,O009698,P0030,5,5600
OI0029050,O009699,P0022,7,21200
OI0029051,O009699,P0033,8,20600
OI0029052,O009699,P0050,7,6900
OI0029053,O009699,P0042,1,26600
OI0029054,O009699,P0032,1,20900
OI0029055,O009700,P0082,8,15800
OI0029056,O009700,P0025,1,5400
OI0029057,O009700,P0080,6,12300
OI0029058,O009700,P0044,8,28900
OI0029059,O009701,P0081,7,12500
OI0029060,O009701,P0073,2,23100
OI0029061,O009702,P0017,1,12500
OI0029062,O009703,P0052,3,28900
OI0029063,O009703,P0061,5,5300
OI0029064,O009703,P0009,4,20100
OI0029065,O009704,P0052,4,28900
OI0029066,O009704,P0039,7,15800
OI0029067,O009704,P0100,5,27800
OI0029068,O009704,P0077,1,10800
OI0029069,O009705,P0001,8,12300
OI0029070,O009705,P0023,5,25600
OI0029071,O009706,P0014,2,11900
OI0029072,O009706,P0031,5,6900
OI0029073,O009707,P0012,4,12600
OI0029074,O009707,P0020,1,9600
OI0029075,O009707,P0084,2,8800
OI0029076,O009707,P0056,1,7200
OI0029077,O009707,P0061,7,5300
OI0029078,O009708,P0040,1,20900
OI0029079,O009708,P0028,7,14800
OI0029080,O009708,P0070,5,15900
OI0029081,O009708,P0001,7,12300
OI0029082,O009709,P0087,8,11200
OI0029083,O009709,P0024,4,17500
OI0029084,O009709,P0083,2,26000
OI0029085,O009710,P0097,7,27000
OI0029086,O009710,P0099,5,7400
OI0029087,O009711,P0052,1,28900
OI0029088,O009712,P0011,7,7300
OI0029089,O009712,P0042,4,26600
OI0029090,O009712,P0045,5,11200
OI0029091,O009712,P0031,5,6900
OI0029092,O009713,P0087,5,11200
OI0029093,O009713,P0092,1,26800
OI0029094,O009713,P0042,8,26600
OI0029095,O009713,P0009,2,20100
OI0029096,O009713,P0072,8,7500
OI0029097,O009714,P0005,8,24300
OI0029098,O009714,P0051,4,13700
OI0029099,O009714,P0024,3,17500
OI0029100,O009714,P0027,8,28700
OI0029101,O009715,P0045,2,11200
OI0029102,O009715,P0037,3,16100
OI0029103,O009716,P0100,5,27800
OI0029104,O009716,P0038,4,7300
